Name,District_x,Population,Latitude,Longitude,Status,District_y,PopulationCensus1980-01-01,PopulationCensus1990-01-01,PopulationCensus2001-02-01,PopulationCensus2011-10-01,PopulationEstimate2019-01-01
Bak,"Hungary, Zala",populated place,N 46° 43' 48'',E 16° 50' 44'',Village,Zalaegerszeg,"1,864","1,842","1,767","1,633","1,572"
Baktüttös,"Hungary, Zala",populated place,N 46° 42' 0'',E 16° 49' 4'',Village,Zalaegerszeg,436,388,360,329,338
Balatongyörök,"Hungary, Zala",populated place,N 46° 45' 30'',E 17° 21' 16'',Village,Keszthely,655,695,796,"1,022","1,060"
Balatonmagyaród,"Hungary, Zala",populated place,N 46° 35' 45'',E 17° 10' 32'',Village,Nagykanizsa,843,701,524,441,383
Bánokszentgyörgy,"Hungary, Zala",populated place,N 46° 32' 53'',E 16° 47' 3'',Village,Letenye,894,773,742,642,606
Barlahida,"Hungary, Zala",populated place,N 46° 43' 0'',E 16° 42' 4'',Village,Lenti,256,195,160,124,106
Batyk,"Hungary, Zala",populated place,N 46° 59' 33'',E 17° 2' 25'',Village,Zalaszentgrót,597,501,428,384,357
Bázakerettye,"Hungary, Zala",populated place,N 46° 31' 24'',E 16° 43' 46'',Village,Letenye,"1,111","1,138","1,003",842,753
Becsehely,"Hungary, Zala","populated placepopulation 2,255",N 46° 26' 51'',E 16° 46' 37'',Village,Letenye,"2,546","2,341","2,280","2,102","1,956"
Becsvölgye,"Hungary, Zala",populated place,N 46° 45' 43'',E 16° 41' 13'',Village,Zalaegerszeg,"1,085",984,880,822,750
Belezna,"Hungary, Zala",populated place,N 46° 19' 40'',E 16° 56' 24'',Village,Nagykanizsa,"1,062",963,848,747,711
Belsősárd,"Hungary, Zala",populated place,N 46° 38' 36'',E 16° 28' 18'',Village,Lenti,155,132,114,95,96
Bezeréd,"Hungary, Zala",populated place,N 46° 52' 14'',E 17° 0' 56'',Village,Zalaegerszeg,385,262,210,147,126
Bocfölde,"Hungary, Zala",populated place,N 46° 47' 0'',E 16° 50' 0'',Village,Zalaegerszeg,832,957,"1,038","1,208","1,144"
Bocska,"Hungary, Zala",populated place,N 46° 33' 13'',E 16° 54' 41'',Village,Nagykanizsa,433,380,372,310,290
Böde,"Hungary, Zala",populated place,N 46° 50' 17'',E 16° 43' 8'',Village,Zalaegerszeg,463,374,301,303,257
Bödeháza,"Hungary, Zala",populated place,N 46° 38' 29'',E 16° 24' 4'',Village,Lenti,194,111,82,45,34
Bókaháza,"Hungary, Zala",populated place,N 46° 46' 25'',E 17° 6' 19'',Village,Keszthely,473,429,351,268,251
Boncodfölde,"Hungary, Zala",populated place,N 46° 52' 8'',E 16° 44' 14'',Village,Zalaegerszeg,260,201,223,330,340
Borsfa,"Hungary, Zala",populated place,N 46° 31' 4'',E 16° 46' 43'',Village,Letenye,932,811,774,745,687
Börzönce,"Hungary, Zala",populated place,N 46° 34' 47'',E 16° 53' 24'',Village,Nagykanizsa,140,83,87,52,53
Búcsúszentlászló,"Hungary, Zala",populated place,N 46° 47' 18'',E 16° 55' 50'',Village,Zalaegerszeg,779,869,885,816,749
Bucsuta,"Hungary, Zala",populated place,N 46° 33' 57'',E 16° 50' 10'',Village,Letenye,379,297,272,219,210
Csapi,"Hungary, Zala",populated place,N 46° 31' 56'',E 17° 5' 9'',Village,Nagykanizsa,245,193,392,433,247
Csatár,"Hungary, Zala",populated place,N 46° 46' 35'',E 16° 51' 49'',Village,Zalaegerszeg,564,512,549,560,547
Cserszegtomaj,"Hungary, Zala","populated placepopulation 1,941",N 46° 48' 5'',E 17° 13' 15'',Village,Keszthely,"1,319","1,472","1,909","2,824","3,087"
Csertalakos,"Hungary, Zala",populated place,N 46° 38' 32'',E 16° 41' 55'',Village,Zalaegerszeg,90,61,46,24,18
Csesztreg,"Hungary, Zala",populated place,N 46° 42' 54'',E 16° 30' 55'',Village,Lenti,"1,070",972,856,851,802
Csöde,"Hungary, Zala",populated place,N 46° 49' 0'',E 16° 31' 55'',Village,Zalaegerszeg,155,102,85,76,77
Csömödér,"Hungary, Zala",populated place,N 46° 36' 36'',E 16° 38' 17'',Village,Lenti,864,696,682,643,624
Csonkahegyhát,"Hungary, Zala",populated place,N 46° 48' 2'',E 16° 43' 12'',Village,Zalaegerszeg,348,315,334,332,315
Csörnyeföld,"Hungary, Zala",populated place,N 46° 30' 0'',E 16° 38' 0'',Village,Letenye,611,495,499,402,379
Dióskál,"Hungary, Zala",populated place,N 46° 40' 25'',E 17° 3' 20'',Village,Keszthely,754,558,532,471,436
Dobri,"Hungary, Zala",populated place,N 46° 30' 58'',E 16° 34' 55'',Village,Lenti,386,272,226,161,137
Döbröce,"Hungary, Zala",populated place,N 46° 56' 9'',E 17° 11' 16'',Village,Zalaszentgrót,122,88,91,66,84
Dobronhegy,"Hungary, Zala",populated place,N 46° 48' 56'',E 16° 45' 9'',Village,Zalaegerszeg,157,144,168,143,139
Dötk,"Hungary, Zala",populated place,N 46° 56' 36'',E 17° 0' 26'',Village,Zalaszentgrót,81,41,25,25,48
Egeraracsa,"Hungary, Zala",populated place,N 46° 40' 25'',E 17° 4' 42'',Village,Keszthely,481,386,359,298,289
Egervár,"Hungary, Zala",populated place,N 46° 56' 8'',E 16° 51' 11'',Village,Zalaegerszeg,"1,029","1,005","1,050","1,030","1,009"
Eszteregnye,"Hungary, Zala",populated place,N 46° 28' 26'',E 16° 53' 0'',Village,Nagykanizsa,907,792,758,714,637
Esztergályhorváti,"Hungary, Zala",populated place,N 46° 42' 2'',E 17° 6' 32'',Village,Keszthely,635,569,472,431,391
Felsőpáhok,"Hungary, Zala",populated place,N 46° 47' 3'',E 17° 9' 29'',Village,Keszthely,652,588,565,640,680
Felsőrajk,"Hungary, Zala",populated place,N 46° 40' 51'',E 16° 59' 13'',Village,Nagykanizsa,"1,034",876,814,766,723
Felsőszenterzsébet,"Hungary, Zala",populated place,N 46° 45' 10'',E 16° 27' 17'',Village,Lenti,38,22,19,16,16
Fityeház,"Hungary, Zala",populated place,N 46° 22' 36'',E 16° 54' 19'',Village,Nagykanizsa,923,758,721,667,639
Fűzvölgy,"Hungary, Zala",populated place,N 46° 31' 23'',E 16° 56' 26'',Village,Nagykanizsa,207,155,144,123,128
Gáborjánháza,"Hungary, Zala",populated place,N 46° 37' 54'',E 16° 25' 12'',Village,Lenti,202,154,79,65,70
Galambok,"Hungary, Zala",populated place,N 46° 31' 18'',E 17° 7' 34'',Village,Nagykanizsa,"1,314","1,220","1,263","1,239","1,207"
Garabonc,"Hungary, Zala",populated place,N 46° 35' 13'',E 17° 7' 21'',Village,Nagykanizsa,881,833,806,707,626
Gellénháza,"Hungary, Zala",populated place,N 46° 45' 52'',E 16° 47' 6'',Village,Zalaegerszeg,"1,632","1,711","1,707","1,616","1,524"
Gelse,"Hungary, Zala",populated place,N 46° 36' 0'',E 17° 0' 0'',Village,Nagykanizsa,"1,353","1,291","1,202","1,117","1,060"
Gelsesziget,"Hungary, Zala",populated place,N 46° 33' 59'',E 16° 59' 19'',Village,Nagykanizsa,323,274,275,282,247
Gétye,"Hungary, Zala",populated place,N 46° 45' 46'',E 17° 4' 4'',Village,Keszthely,255,186,119,97,86
Gombosszeg,"Hungary, Zala",populated place,N 46° 45' 19'',E 16° 43' 11'',Village,Zalaegerszeg,68,34,39,35,57
Gősfa,"Hungary, Zala",populated place,N 46° 57' 37'',E 16° 51' 35'',Village,Zalaegerszeg,459,390,367,307,300
Gosztola,"Hungary, Zala",stream,N 46° 35' 18'',E 16° 30' 49'',Village,Lenti,39,19,19,42,49
Gutorfölde,"Hungary, Zala",populated place,N 46° 38' 15'',E 16° 44' 7'',Village,Zalaegerszeg,"1,571","1,376","1,243","1,069",902
Gyenesdiás,"Hungary, Zala","populated placepopulation 2,796",N 46° 46' 14'',E 17° 17' 11'',Large Village,Keszthely,"1,608","2,062","2,711","3,411","3,641"
Gyűrűs,"Hungary, Zala",populated place,N 46° 53' 0'',E 17° 0' 0'',Village,Zalaegerszeg,200,121,101,94,91
Hagyárosbörönd,"Hungary, Zala",populated place,N 46° 54' 29'',E 16° 42' 13'',Village,Zalaegerszeg,397,317,310,341,319
Hahót,"Hungary, Zala",populated place,N 46° 38' 23'',E 16° 55' 22'',Village,Nagykanizsa,"1,727","1,436","1,254","1,076",973
Hernyék,"Hungary, Zala",populated place,N 46° 38' 58'',E 16° 38' 28'',Village,Lenti,217,143,116,99,68
Hévíz,"Hungary, Zala","populated placepopulation 4,438",N 46° 47' 25'',E 17° 11' 2'',Town,Keszthely,"5,516","4,262","4,310","4,715","4,523"
Homokkomárom,"Hungary, Zala",populated place,N 46° 30' 17'',E 16° 54' 56'',Village,Nagykanizsa,314,197,251,225,187
Hosszúvölgy,"Hungary, Zala",populated place,N 46° 30' 46'',E 16° 55' 51'',Village,Nagykanizsa,284,205,167,171,157
Hottó,"Hungary, Zala",populated place,N 46° 50' 45'',E 16° 45' 3'',Village,Zalaegerszeg,405,358,334,339,336
Iborfia,"Hungary, Zala",populated place,N 46° 44' 20'',E 16° 44' 56'',Village,Zalaegerszeg,56,34,20,11,12
Iklódbördőce,"Hungary, Zala",populated place,N 46° 36' 17'',E 16° 36' 48'',Village,Lenti,519,418,353,276,269
Kacorlak,"Hungary, Zala",populated place,N 46° 34' 28'',E 16° 57' 15'',Village,Nagykanizsa,323,271,235,200,193
Kallósd,"Hungary, Zala",populated place,N 46° 52' 17'',E 17° 3' 50'',Village,Zalaszentgrót,218,171,112,83,92
Kálócfa,"Hungary, Zala",populated place,N 46° 45' 20'',E 16° 33' 51'',Village,Lenti,317,225,197,161,148
Kányavár,"Hungary, Zala",populated place,N 46° 34' 0'',E 16° 41' 0'',Village,Lenti,278,206,170,121,113
Karmacs,"Hungary, Zala",populated place,N 46° 50' 13'',E 17° 10' 25'',Village,Keszthely,936,819,843,823,798
Kávás,"Hungary, Zala",populated place,N 46° 51' 49'',E 16° 42' 27'',Village,Zalaegerszeg,332,262,242,239,237
Kehidakustány,"Hungary, Zala",populated place,N 46° 50' 30'',E 17° 5' 34'',Village,Zalaszentgrót,"1,194","1,094","1,098","1,189","1,194"
Kemendollár,"Hungary, Zala",populated place,N 46° 54' 8'',E 16° 57' 0'',Village,Zalaegerszeg,677,615,563,525,492
Keménfa,"Hungary, Zala",populated place,N 46° 50' 20'',E 16° 38' 16'',Village,Zalaegerszeg,146,132,113,91,79
Kerecseny,"Hungary, Zala",populated place,N 46° 37' 28'',E 17° 2' 45'',Village,Nagykanizsa,459,364,302,227,213
Kerkabarabás,"Hungary, Zala",populated place,N 46° 40' 47'',E 16° 33' 23'',Village,Lenti,421,361,296,277,263
Kerkafalva,"Hungary, Zala",populated place,N 46° 46' 14'',E 16° 29' 9'',Village,Lenti,207,172,139,106,97
Kerkakutas,"Hungary, Zala",populated place,N 46° 45' 35'',E 16° 30' 11'',Village,Lenti,296,214,151,122,99
Kerkaszentkirály,"Hungary, Zala",populated place,N 46° 30' 0'',E 16° 35' 0'',Village,Letenye,463,354,276,221,206
Kerkateskánd,"Hungary, Zala",populated place,N 46° 34' 35'',E 16° 34' 19'',Village,Lenti,298,206,172,166,157
Keszthely,"Hungary, Zala","seat of a second-order administrative divisionpopulation 19,652",N 46° 46' 5'',E 17° 14' 35'',Town,Keszthely,"21,736","22,234","22,388","20,619","19,289"
Kilimán,"Hungary, Zala",populated place,N 46° 38' 10'',E 16° 59' 43'',Village,Nagykanizsa,381,296,277,226,219
Kisbucsa,"Hungary, Zala",populated place,N 46° 49' 7'',E 16° 56' 25'',Village,Zalaegerszeg,546,479,460,446,436
Kiscsehi,"Hungary, Zala",populated place,N 46° 31' 18'',E 16° 40' 30'',Village,Letenye,356,280,209,168,173
Kisgörbő,"Hungary, Zala",populated place,N 46° 56' 10'',E 17° 9' 24'',Village,Zalaszentgrót,256,227,253,167,161
Kiskutas,"Hungary, Zala",populated place,N 46° 54' 44'',E 16° 47' 47'',Village,Zalaegerszeg,218,185,216,191,172
Kispáli,"Hungary, Zala",populated place,N 46° 54' 42'',E 16° 49' 45'',Village,Zalaegerszeg,294,247,225,298,273
Kisrécse,"Hungary, Zala",populated place,N 46° 30' 4'',E 17° 3' 48'',Village,Nagykanizsa,258,209,164,170,187
Kissziget,"Hungary, Zala",populated place,N 46° 37' 21'',E 16° 39' 55'',Village,Lenti,349,266,194,182,160
Kistolmács,"Hungary, Zala",populated place,N 46° 29' 8'',E 16° 45' 7'',Village,Letenye,300,219,167,175,166
Kisvásárhely,"Hungary, Zala",populated place,N 46° 59' 41'',E 17° 11' 57'',Village,Zalaszentgrót,121,95,64,49,42
Kozmadombja,"Hungary, Zala",populated place,N 46° 46' 1'',E 16° 33' 3'',Village,Lenti,107,77,55,48,33
Külsősárd,"Hungary, Zala",populated place,N 46° 37' 41'',E 16° 29' 7'',Village,Lenti,119,102,103,67,64
Kustánszeg,"Hungary, Zala",populated place,N 46° 46' 58'',E 16° 40' 43'',Village,Zalaegerszeg,717,622,584,477,426
Lakhegy,"Hungary, Zala",populated place,N 46° 56' 47'',E 16° 50' 2'',Village,Zalaegerszeg,650,576,491,447,446
Lasztonya,"Hungary, Zala",populated place,N 46° 33' 21'',E 16° 42' 58'',Village,Letenye,196,142,95,91,60
Lendvadedes,"Hungary, Zala",populated place,N 46° 34' 51'',E 16° 30' 34'',Village,Lenti,87,58,38,29,27
Lendvajakabfa,"Hungary, Zala",populated place,N 46° 40' 36'',E 16° 26' 35'',Village,Lenti,110,70,32,22,27
Lenti,"Hungary, ZalaLenti Járás",second-order administrative division,N 46° 39' 23'',E 16° 34' 27'',Town,Lenti,"8,132","8,779","8,495","7,940","7,348"
Letenye,"Hungary, Zala","seat of a second-order administrative divisionpopulation 4,527",N 46° 25' 58'',E 16° 43' 33'',Town,Letenye,"4,444","4,667","4,545","4,192","3,937"
Lickóvadamos,"Hungary, Zala",populated place,N 46° 44' 47'',E 16° 46' 10'',Village,Zalaegerszeg,371,303,247,205,163
Ligetfalva,"Hungary, Zala",populated place,N 46° 49' 28'',E 17° 3' 38'',Village,Keszthely,107,79,59,49,47
Lispeszentadorján,"Hungary, Zala",populated place,N 46° 32' 14'',E 16° 42' 9'',Village,Letenye,554,427,332,291,251
Liszó,"Hungary, Zala",populated place,N 46° 21' 58'',E 17° 0' 23'',Village,Nagykanizsa,529,459,456,381,350
Lovászi,"Hungary, Zala",populated place,N 46° 32' 46'',E 16° 33' 52'',Village,Lenti,"1,593","1,382","1,324","1,248","1,188"
Magyarföld,"Hungary, Zala",populated place,N 46° 46' 35'',E 16° 25' 1'',Village,Lenti,54,51,42,33,34
Magyarszentmiklós,"Hungary, Zala",populated place,N 46° 32' 18'',E 16° 56' 8'',Village,Nagykanizsa,359,321,297,255,233
Magyarszerdahely,"Hungary, Zala",populated place,N 46° 33' 21'',E 16° 56' 18'',Village,Nagykanizsa,649,567,545,515,496
Maróc,"Hungary, Baranya",populated place,N 45° 52' 27'',E 18° 30' 31'',Village,Letenye,216,156,131,83,60
Márokföld,"Hungary, Zala",populated place,N 46° 42' 59'',E 16° 26' 33'',Village,Lenti,112,87,59,43,39
Miháld,"Hungary, Zala",populated place,N 46° 26' 56'',E 17° 7' 17'',Village,Nagykanizsa,"1,132",972,913,809,684
Mihályfa,"Hungary, Zala",populated place,N 46° 58' 47'',E 17° 11' 4'',Village,Zalaszentgrót,489,472,402,348,318
Mikekarácsonyfa,"Hungary, Zala",populated place,N 46° 39' 36'',E 16° 42' 8'',Village,Lenti,430,302,274,269,304
Milejszeg,"Hungary, Zala",populated place,N 46° 47' 23'',E 16° 44' 30'',Village,Zalaegerszeg,501,444,420,306,349
Misefa,"Hungary, Zala",populated place,N 46° 48' 13'',E 16° 59' 3'',Village,Zalaegerszeg,201,274,303,287,267
Molnári,"Hungary, Zala",populated place,N 46° 23' 6'',E 16° 49' 53'',Village,Letenye,909,849,798,721,686
Murakeresztúr,"Hungary, Zala","populated placepopulation 1,969",N 46° 21' 51'',E 16° 52' 54'',Village,Nagykanizsa,"2,212","2,076","1,957","1,748","1,574"
Murarátka,"Hungary, Zala",populated place,N 46° 27' 26'',E 16° 40' 24'',Village,Letenye,388,314,297,252,218
Muraszemenye,"Hungary, Zala",populated place,N 46° 28' 0'',E 16° 37' 0'',Village,Letenye,881,724,647,656,535
Nagybakónak,"Hungary, Zala",populated place,N 46° 33' 13'',E 17° 2' 37'',Village,Nagykanizsa,736,551,483,393,362
Nagygörbő,"Hungary, Zala",populated place,N 46° 55' 52'',E 17° 10' 43'',Village,Zalaszentgrót,318,267,250,180,139
Nagykanizsa,"Hungary, Zala","populated placepopulation 47,349",N 46° 27' 12'',E 16° 59' 27'',Town with County Rights,Nagykanizsa,"52,430","54,052","52,106","49,026","46,649"
Nagykapornak,"Hungary, Zala",populated place,N 46° 49' 11'',E 16° 59' 45'',Village,Zalaegerszeg,"1,077","1,053",975,899,864
Nagykutas,"Hungary, Zala",populated place,N 46° 55' 39'',E 16° 48' 20'',Village,Zalaegerszeg,521,449,450,443,415
Nagylengyel,"Hungary, Zala",populated place,N 46° 46' 49'',E 16° 45' 50'',Village,Zalaegerszeg,484,433,448,499,452
Nagypáli,"Hungary, Zala",populated place,N 46° 54' 39'',E 16° 50' 42'',Village,Zalaegerszeg,305,288,315,465,514
Nagyrada,"Hungary, Zala",populated place,N 46° 37' 6'',E 17° 7' 6'',Village,Nagykanizsa,733,611,563,450,470
Nagyrécse,"Hungary, Zala",populated place,N 46° 29' 23'',E 17° 3' 8'',Village,Nagykanizsa,961,963,"1,066","1,098","1,028"
Nemesapáti,"Hungary, Zala",populated place,N 46° 52' 7'',E 16° 57' 1'',Village,Zalaegerszeg,620,523,501,500,493
Nemesbük,"Hungary, Zala",populated placepopulation 625,N 46° 49' 0'',E 17° 9' 0'',Village,Keszthely,647,571,591,701,787
Nemeshetés,"Hungary, Zala",populated place,N 46° 48' 4'',E 16° 54' 44'',Village,Zalaegerszeg,563,396,332,248,265
Nemesnép,"Hungary, Zala",populated place,N 46° 42' 2'',E 16° 27' 24'',Village,Lenti,254,174,144,116,110
Nemespátró,"Hungary, Zala",populated place,N 46° 19' 38'',E 17° 0' 13'',Village,Nagykanizsa,505,406,345,286,245
Nemesrádó,"Hungary, Zala",populated place,N 46° 46' 43'',E 16° 59' 38'',Village,Zalaegerszeg,573,387,329,313,303
Nemessándorháza,"Hungary, Zala",populated place,N 46° 47' 3'',E 16° 56' 53'',Village,Zalaegerszeg,545,406,316,305,299
Nemesszentandrás,"Hungary, Zala",populated place,N 46° 46' 40'',E 16° 57' 10'',Village,Zalaegerszeg,403,288,260,265,249
Németfalu,"Hungary, Zala",populated place,N 46° 48' 58'',E 16° 41' 8'',Village,Zalaegerszeg,295,254,215,188,185
Nova,"Hungary, Fejér",populated place,N 47° 8' 0'',E 18° 41' 0'',Village,Lenti,"1,160","1,011",882,838,805
Óhíd,"Hungary, Zala",populated place,N 46° 57' 44'',E 17° 10' 15'',Village,Zalaszentgrót,682,607,638,601,547
Oltárc,"Hungary, Zala",populated place,N 46° 31' 58'',E 16° 50' 15'',Village,Letenye,520,326,312,281,230
Orbányosfa,"Hungary, Zala",populated place,N 46° 51' 11'',E 16° 58' 54'',Village,Zalaegerszeg,183,150,145,122,97
Ormándlak,"Hungary, Zala",populated place,N 46° 45' 26'',E 16° 45' 13'',Village,Zalaegerszeg,169,115,121,122,98
Orosztony,"Hungary, Zala",populated place,N 46° 37' 39'',E 17° 3' 42'',Village,Nagykanizsa,719,589,476,438,382
Ortaháza,"Hungary, Zala",populated place,N 46° 37' 21'',E 16° 40' 55'',Village,Lenti,203,174,153,112,98
Ozmánbük,"Hungary, Zala",populated place,N 46° 55' 22'',E 16° 40' 16'',Village,Zalaegerszeg,270,237,234,190,201
Pacsa,"Hungary, Zala","populated placepopulation 1,878",N 46° 43' 11'',E 17° 0' 50'',Town,Zalaegerszeg,"2,088","2,005","1,883","1,711","1,576"
Padár,"Hungary, Zala",populated place,N 46° 51' 6'',E 17° 0' 57'',Village,Zalaegerszeg,231,178,142,117,104
Páka,"Hungary, Zala",populated place,N 46° 35' 33'',E 16° 38' 46'',Village,Lenti,"1,449","1,422","1,290","1,146","1,098"
Pakod,"Hungary, Zala",populated place,N 46° 57' 31'',E 17° 0' 20'',Village,Zalaszentgrót,"1,214","1,062",979,921,830
Pálfiszeg,"Hungary, Zala",populated place,N 46° 46' 54'',E 16° 43' 46'',Village,Zalaegerszeg,273,233,207,158,153
Pat,"Hungary, Zala",populated placepopulation 182,N 46° 26' 21'',E 17° 11' 0'',Village,Nagykanizsa,381,299,249,206,190
Pethőhenye,"Hungary, Zala",populated place,N 46° 52' 46'',E 16° 54' 39'',Village,Zalaegerszeg,510,392,381,441,400
Petrikeresztúr,"Hungary, Zala",populated place,N 46° 44' 28'',E 16° 43' 35'',Village,Zalaegerszeg,582,437,431,356,354
Petrivente,"Hungary, Zala",populated place,N 46° 26' 24'',E 16° 50' 31'',Village,Letenye,501,458,413,364,320
Pókaszepetk,"Hungary, Zala",populated place,N 46° 55' 29'',E 16° 58' 6'',Village,Zalaegerszeg,"1,028","1,005","1,024",963,926
Pölöske,"Hungary, Zala",populated place,N 46° 45' 19'',E 16° 55' 26'',Village,Zalaegerszeg,"1,084",942,889,817,758
Pölöskefő,"Hungary, Zala",populated place,N 46° 36' 14'',E 16° 56' 47'',Village,Nagykanizsa,644,531,478,381,341
Pördefölde,"Hungary, Zala",populated place,N 46° 35' 18'',E 16° 42' 37'',Village,Lenti,179,94,67,53,49
Pórszombat,"Hungary, Zala",populated place,N 46° 43' 44'',E 16° 34' 31'',Village,Lenti,501,430,374,304,255
Pötréte,"Hungary, Zala",populated place,N 46° 40' 48'',E 16° 57' 0'',Village,Nagykanizsa,487,412,326,256,239
Pusztaapáti,"Hungary, Zala",populated place,N 46° 45' 47'',E 16° 36' 35'',Village,Lenti,107,62,43,30,21
Pusztaederics,"Hungary, Zala",populated place,N 46° 38' 21'',E 16° 47' 59'',Village,Zalaegerszeg,285,240,207,162,165
Pusztamagyaród,"Hungary, Zala",populated place,N 46° 36' 14'',E 16° 49' 53'',Village,Letenye,867,747,671,593,532
Pusztaszentlászló,"Hungary, Zala",populated place,N 46° 38' 26'',E 16° 50' 31'',Village,Zalaegerszeg,777,718,686,595,528
Ramocsa,"Hungary, Zala",populated place,N 46° 46' 34'',E 16° 26' 44'',Village,Lenti,57,39,38,35,37
Rédics,"Hungary, Zala",populated place,N 46° 36' 51'',E 16° 28' 39'',Village,Lenti,"1,088","1,003","1,009",939,850
Resznek,"Hungary, Zala",populated place,N 46° 39' 43'',E 16° 28' 28'',Village,Lenti,463,386,349,286,231
